src_id,dst_id
824,2
825,3
826,4
827,5
828,6
829,7
830,8
831,9
832,10
833,11
834,12
835,13
836,14
837,15
838,16
839,17
840,18
841,19
842,20
843,21
844,22
845,29
846,30
847,31
848,32
849,33
850,34
851,35
852,36
853,37
854,38
855,39
856,40
857,41
858,42
859,46
860,47
861,48
862,49
863,50
864,51
865,52
866,53
867,54
868,55
869,56
870,57
871,58
872,59
873,60
874,61
875,62
876,63
877,64
878,65
879,66
880,67
881,68
882,69
883,70
884,75
885,76
886,77
887,78
888,79
889,80
890,81
891,82
892,83
893,84
894,85
895,86
896,87
897,88
898,89
899,90
900,91
901,92
902,93
903,94
904,95
905,96
906,97
907,98
908,99
909,100
910,101
911,102
912,109
913,110
914,111
915,112
916,113
917,114
918,115
919,116
920,117
921,118
922,119
923,120
924,121
925,122
926,123
927,131
928,132
929,133
930,134
931,135
932,136
933,137
934,138
935,139
936,140
937,141
938,142
939,143
940,144
941,145
942,146
943,147
944,148
945,149
946,156
947,157
948,158
949,159
950,160
951,161
952,162
953,163
954,164
955,165
956,166
957,167
958,168
959,169
960,170
961,171
962,172
963,173
964,174
965,175
966,176
967,180
968,181
969,182
970,183
971,184
972,185
973,186
974,187
975,193
976,194
977,195
978,196
979,197
980,198
981,199
982,206
983,207
984,208
985,209
986,210
987,211
988,212
989,213
990,214
991,215
992,216
993,217
994,218
995,219
996,220
997,221
998,222
999,223
1000,224
1001,225
1002,226
1003,227
1004,228
1005,229
1006,233
1007,234
1008,235
1009,236
1010,237
1011,238
1012,239
1013,240
1014,241
1015,242
1016,243
1017,244
1018,245
1019,246
1020,247
1021,248
1022,255
1023,256
1024,257
1025,258
1026,259
1027,260
1028,261
1029,262
1030,263
1031,264
1032,265
1033,266
1034,267
1035,268
1036,269
1037,270
1038,271
1039,272
1040,280
1041,281
1042,282
1043,283
1044,284
1045,285
1046,286
1047,287
1048,288
1049,289
1050,290
1051,291
1052,292
1053,293
1054,294
1055,295
1056,296
1057,297
1058,298
1059,299
1060,300
1061,301
1062,302
1063,310
1064,311
1065,312
1066,313
1067,314
1068,315
1069,316
1070,317
1071,318
1072,319
1073,320
1074,321
1075,322
1076,323
1077,324
1078,325
1079,326
1080,327
1081,328
1082,329
1083,330
1084,331
1085,332
1086,333
1087,334
1088,337
1089,338
1090,339
1091,340
1092,341
1093,342
1094,343
1095,344
1096,345
1097,346
1098,347
1099,348
1100,349
1101,350
1102,351
1103,352
1104,353
1105,354
1106,355
1107,356
1108,364
1109,365
1110,366
1111,367
1112,368
1113,369
1114,372
1115,373
1116,374
1117,375
1118,376
1119,377
1120,378
1121,379
1122,380
1123,381
1124,382
1125,383
1126,384
1127,385
1128,386
1129,387
1130,388
1131,396
1132,397
1133,398
1134,399
1135,400
1136,401
1137,402
1138,403
1139,404
1140,405
1141,406
1142,407
1143,408
1144,409
1145,410
1146,411
1147,412
1148,413
1149,414
1150,418
1151,419
1152,420
1153,421
1154,422
1155,423
1156,424
1157,425
1158,426
1159,427
1160,428
1161,429
1162,430
1163,431
1164,432
1165,433
1166,434
1167,435
1168,436
1169,437
1170,438
1171,439
1172,440
1173,441
1174,442
1175,443
1176,444
1177,445
1178,452
1179,453
1180,454
1181,455
1182,456
1183,457
1184,458
1185,459
1186,460
1187,461
1188,462
1189,463
1190,464
1191,465
1192,466
1193,467
1194,468
1195,469
1196,470
1197,471
1198,472
1199,473
1200,474
1201,475
1202,476
1203,477
1204,478
1205,479
1206,480
1207,488
1208,489
1209,490
1210,491
1211,492
1212,493
1213,494
1214,495
1215,496
1216,497
1217,500
1218,501
1219,502
1220,503
1221,504
1222,505
1223,506
1224,507
1225,508
1226,509
1227,510
1228,511
1229,512
1230,513
1231,514
1232,515
1233,516
1234,517
1235,525
1236,526
1237,527
1238,528
1239,529
1240,530
1241,531
1242,532
1243,533
1244,534
1245,535
1246,536
1247,537
1248,538
1249,539
1250,540
1251,541
1252,542
1253,543
1254,544
1255,545
1256,546
1257,553
1258,554
1259,555
1260,556
1261,557
1262,558
1263,559
1264,560
1265,561
1266,562
1267,569
1268,570
1269,571
1270,572
1271,573
1272,574
1273,575
1274,576
1275,577
1276,578
1277,579
1278,580
1279,581
1280,582
1281,583
1282,584
1283,585
1284,586
1285,587
1286,588
1287,589
1288,590
1289,591
1290,592
1291,593
1292,594
1293,595
1294,596
1296,597
1301,598
1302,599
1304,600
1305,601
1306,602
1307,603
1311,604
1312,605
1314,606
1315,607
1316,608
1319,609
1320,610
1321,611
1324,612
1325,613
1326,614
1330,615
1331,616
1332,617
1333,618
1334,619
1335,620
1338,621
1339,622
1341,623
1342,624
1344,625
1345,626
1347,627
1350,628
1351,629
1352,630
1355,631
1359,632
1360,633
1363,634
1364,635
1365,636
1367,637
1373,638
1375,639
1377,640
1378,641
1380,642
1381,643
1382,644
1383,645
1384,646
1386,647
1387,648
1390,649
1391,650
1393,651
1395,652
1398,653
1399,654
1401,655
1402,656
1403,657
1405,658
1406,659
1408,660
1411,661
1413,662
1414,663
1415,664
1416,665
1417,666
1420,667
1423,668
1424,669
1425,670
1426,671
1427,672
1428,673
1429,674
1430,675
1431,676
1432,677
1433,678
1434,679
1435,680
1438,681
1439,682
1440,683
1444,684
1445,685
1448,686
1449,687
1450,688
1451,689
1452,690
1454,691
1455,692
1457,693
1458,694
1465,695
1467,696
1470,697
1471,698
1472,699
1474,700
1476,701
1477,702
1481,703
1482,704
1484,705
1485,706
1486,707
1487,708
1488,709
1489,710
1490,711
1491,712
1493,713
1495,714
1496,715
1497,716
1498,717
1499,718
1500,719
1501,720
1503,721
1504,722
1506,723
1508,724
1510,725
1512,726
1514,727
1515,728
1516,729
1517,730
1518,731
1519,732
1520,733
1521,734
1522,735
1526,736
1528,737
1529,738
1530,739
1531,740
1532,741
1534,742
1535,743
1536,744
1539,745
1540,746
1541,747
1544,748
1545,749
1546,750
1549,751
1550,752
1552,753
1553,754
1554,755
1555,756
1557,757
1558,758
1560,759
1561,760
1562,761
1565,762
1568,763
1569,764
1570,765
1571,766
1573,767
1574,768
1577,769
1578,770
1579,771
1581,772
1582,773
1583,774
1587,775
1588,776
1590,777
1591,778
1595,779
1596,780
1597,781
1598,782
1599,783
1600,784
1601,785
1603,786
1604,787
1605,788
1608,789
1610,790
1611,791
1613,792
1614,793
1615,794
1618,795
1619,796
1620,797
1623,798
1624,799
1627,800
1628,801
1631,802
1632,803
1634,804
1637,805
1639,806
1642,807
1644,808
1646,809
1647,810
1648,811
1650,812
1651,813
1652,814
1655,815
1656,816
1660,817
1662,818
1664,819
1666,820
1668,821
1669,822
1670,823
1672,824
1673,825
1675,826
1676,827
1677,828
1679,829
1680,830
1682,831
1684,832
1685,833
1687,834
1688,835
1689,836
1690,837
1691,838
1692,839
1693,840
1695,841
1696,842
1700,843
1702,844
1705,845
1707,846
1709,847
1710,848
1711,849
1712,850
1713,851
1717,852
1721,853
1722,854
1723,855
1724,856
1725,857
1726,858
1728,859
1729,860
1730,861
1731,862
1732,863
1734,864
1737,865
1738,866
1739,867
1740,868
1741,869
1742,870
1745,871
1746,872
1747,873
1750,874
1753,875
1754,876
1755,877
1756,878
1759,879
1762,880
1763,881
1764,882
1765,883
1766,884
1767,885
1768,886
1770,887
1771,888
1772,889
1775,890
1776,891
1777,892
1778,893
1780,894
1781,895
1782,896
1783,897
1785,898
1786,899
1787,900
1789,901
1790,902
1791,903
1792,904
1793,905
1794,906
1796,907
1798,908
1799,909
1803,910
1805,911
1807,912
1809,913
1810,914
1811,915
1813,916
1814,917
1815,918
1816,919
1818,920
1820,921
1822,922
1823,923
1825,924
1828,925
1829,926
1830,927
1831,928
1832,929
1833,930
1834,931
1837,932
1838,933
1839,934
1840,935
1843,936
1844,937
1845,938
1846,939
1847,940
1848,941
1849,942
1851,943
1852,944
1853,945
1859,946
1861,947
1862,948
1866,949
1871,950
1877,951
1878,952
1879,953
1880,954
1882,955
1886,956
1889,957
1890,958
1892,959
1893,960
1894,961
1896,962
1898,963
1900,964
1903,965
1904,966
1905,967
1906,968
1907,969
1913,970
1914,971
1915,972
1917,973
1918,974
1919,975
1920,976
1922,977
1923,978
1924,979
1926,980
1928,981
1930,982
1932,983
1934,984
1935,985
1937,986
1941,987
1943,988
1946,989
1947,990
1948,991
1949,992
1950,993
1953,994
1954,995
1955,996
1956,997
1958,998
1960,999
1961,1000
1962,1001
1964,1002
1968,1003
1969,1004
1970,1005
1972,1006
1973,1007
1975,1008
1976,1009
1978,1010
1979,1011
1980,1012
1981,1013
1982,1014
1983,1015
1984,1016
1985,1017
1989,1018
1990,1019
1991,1020
1993,1021
1994,1022
1995,1023
1996,1024
1998,1025
1999,1026
2001,1027
2004,1028
2011,1029
2012,1030
2013,1031
2016,1032
2018,1033
2019,1034
2022,1035
2025,1036
2026,1037
2027,1038
2028,1039
2029,1040
2030,1041
2034,1042
2035,1043
2037,1044
2038,1045
2040,1046
2041,1047
2042,1048
2044,1049
2046,1050
2047,1051
2051,1052
2052,1053
2053,1054
2054,1055
2055,1056
2056,1057
2058,1058
2059,1059
2060,1060
2061,1061
2064,1062
2069,1063
2070,1064
2073,1065
2074,1066
2075,1067
2076,1068
2077,1069
2080,1070
2082,1071
2083,1072
2085,1073
2089,1074
2092,1075
2093,1076
2097,1077
2098,1078
2099,1079
2100,1080
2102,1081
2107,1082
2108,1083
2109,1084
2110,1085
2113,1086
2114,1087
2116,1088
2118,1089
2120,1090
2121,1091
2122,1092
2124,1093
2126,1094
2127,1095
2129,1096
2134,1097
2135,1098
2137,1099
2140,1100
2142,1101
2143,1102
2145,1103
2147,1104
2148,1105
2149,1106
2150,1107
2151,1108
2152,1109
2153,1110
2154,1111
2155,1112
2156,1113
2157,1114
2161,1115
2162,1116
2163,1117
2166,1118
2167,1119
2169,1120
2170,1121
2171,1122
2172,1123
2173,1124
2176,1125
2177,1126
2178,1127
2179,1128
2183,1129
2186,1130
2187,1131
2188,1132
2189,1133
2191,1134
2192,1135
2193,1136
2194,1137
2196,1138
2197,1139
2198,1140
2200,1141
2201,1142
2203,1143
2204,1144
2205,1145
2206,1146
2209,1147
2210,1148
2212,1149
2213,1150
2216,1151
2217,1152
2218,1153
2219,1154
2220,1155
2222,1156
2223,1157
2225,1158
2226,1159
2228,1160
2229,1161
2231,1162
2233,1163
2234,1164
2235,1165
2236,1166
2240,1167
2241,1168
2243,1169
2244,1170
2245,1171
2246,1172
2247,1173
2248,1174
2249,1175
2250,1176
2252,1177
2253,1178
2254,1179
2255,1180
2258,1181
2259,1182
2260,1183
2261,1184
2262,1185
2263,1186
2264,1187
2265,1188
2266,1189
2267,1190
2269,1191
2270,1192
2271,1193
2272,1194
2273,1195
2276,1196
2277,1197
2278,1198
2279,1199
2280,1200
2284,1201
2285,1202
2286,1203
2287,1204
2290,1205
2291,1206
2295,1207
2297,1208
2299,1209
2300,1210
2301,1211
2302,1212
2304,1213
2311,1214
2312,1215
2315,1216
2316,1217
2319,1218
2320,1219
2321,1220
2322,1221
2324,1222
2325,1223
2329,1224
2331,1225
2335,1226
2336,1227
2339,1228
2340,1229
2341,1230
2344,1231
2345,1232
2348,1233
2349,1234
2356,1235
2357,1236
2359,1237
2360,1238
2361,1239
2362,1240
2363,1241
2364,1242
2365,1243
2366,1244
2368,1245
2369,1246
2370,1247
2372,1248
2374,1249
2375,1250
2376,1251
2377,1252
2378,1253
2379,1254
2380,1255
2382,1256
2383,1257
2384,1258
2386,1259
2389,1260
2390,1261
2391,1262
2392,1263
2397,1264
2400,1265
2402,1266
2405,1267
2406,1268
2407,1269
2408,1270
2409,1271
2411,1272
2412,1273
2414,1274
2415,1275
2416,1276
2419,1277
2420,1278
2421,1279
2425,1280
2426,1281
2427,1282
2428,1283
2429,1284
2432,1285
2434,1286
2435,1287
2441,1288
2442,1289
2443,1290
2446,1291
2448,1292
2449,1293
2455,1294
2456,1295
2457,1296
2458,1297
2459,1298
2460,1299
2461,1300
2462,1301
2464,1302
2465,1303
2466,1304
2467,1305
2471,1306
2473,1307
2475,1308
2476,1309
2478,1310
2479,1311
2484,1312
2485,1313
2487,1314
2491,1315
2494,1316
2497,1317
2498,1318
2500,1319
2503,1320
2504,1321
2508,1322
2509,1323
2510,1324
2511,1325
2512,1326
2513,1327
2514,1328
2515,1329
2517,1330
2518,1331
2519,1332
2520,1333
2523,1334
2524,1335
2525,1336
2526,1337
